fitness type,problem name,run with evosuite,mutation seed,selection seed,number of fixed patch,number of unique fixed patch,number of unique fixed patch passed evosuite,number of evaluations to find first fixed patch,minimum number of edits to find a fix,number of better patches,ratio of better patches,number of equal patches,ratio of equal patches
decision,get_factors,FALSE,312841,27199,0,0,0,999999,999999,85,0.211970075,111,0.27680798
decision,get_factors,FALSE,313966,664531,0,0,0,999999,999999,203,0.506234414,53,0.132169576
decision,get_factors,FALSE,333363,135154,15,14,0,204,6,135,0.336658354,60,0.149625935
decision,get_factors,FALSE,471775,385630,0,0,0,999999,999999,151,0.376558603,66,0.164588529
decision,get_factors,FALSE,506880,945031,22,21,0,180,5,117,0.291770574,60,0.149625935
decision,get_factors,FALSE,519324,587597,0,0,0,999999,999999,46,0.114713217,136,0.33915212
decision,get_factors,FALSE,532439,675645,37,37,0,61,1,120,0.29925187,112,0.279301746
decision,get_factors,FALSE,568566,820597,0,0,0,999999,999999,118,0.294264339,98,0.244389027
decision,get_factors,FALSE,593881,701547,35,33,0,199,1,65,0.162094763,133,0.331670823
decision,get_factors,FALSE,709607,759936,0,0,0,999999,999999,137,0.341645885,61,0.152119701
decision,get_factors,FALSE,772091,435345,0,0,0,999999,999999,97,0.241895262,76,0.189526185
decision,get_factors,FALSE,839504,534790,1,1,0,370,12,162,0.403990025,65,0.162094763
decision,get_factors,FALSE,858717,905601,0,0,0,999999,999999,120,0.29925187,74,0.184538653
decision,get_factors,FALSE,860378,874378,0,0,0,999999,999999,73,0.182044888,119,0.296758105
decision,get_factors,FALSE,861720,270670,0,0,0,999999,999999,187,0.466334165,65,0.162094763
decision,get_factors,FALSE,948824,393956,1,1,0,153,5,172,0.428927681,49,0.122194514
decision,is_valid_parenthesization,FALSE,120816,1164,0,0,0,999999,999999,0,0,101,0.251870324
decision,is_valid_parenthesization,FALSE,157542,889627,0,0,0,999999,999999,0,0,175,0.436408978
decision,is_valid_parenthesization,FALSE,15887,845291,0,0,0,999999,999999,0,0,107,0.266832918
decision,is_valid_parenthesization,FALSE,172314,34854,0,0,0,999999,999999,0,0,81,0.201995012
decision,is_valid_parenthesization,FALSE,233043,977366,0,0,0,999999,999999,0,0,143,0.356608479
decision,is_valid_parenthesization,FALSE,234117,457028,0,0,0,999999,999999,0,0,121,0.301745636
decision,is_valid_parenthesization,FALSE,251587,686390,0,0,0,999999,999999,0,0,85,0.211970075
decision,is_valid_parenthesization,FALSE,428994,471337,0,0,0,999999,999999,0,0,171,0.426433915
decision,is_valid_parenthesization,FALSE,493147,927263,0,0,0,999999,999999,0,0,179,0.44638404
decision,is_valid_parenthesization,FALSE,513360,207590,0,0,0,999999,999999,0,0,105,0.261845387
decision,is_valid_parenthesization,FALSE,570629,255507,0,0,0,999999,999999,0,0,143,0.356608479
decision,is_valid_parenthesization,FALSE,744327,261844,0,0,0,999999,999999,0,0,114,0.284289277
decision,is_valid_parenthesization,FALSE,750324,128336,0,0,0,999999,999999,0,0,108,0.269326683
decision,is_valid_parenthesization,FALSE,80362,535408,0,0,0,999999,999999,0,0,118,0.294264339
decision,is_valid_parenthesization,FALSE,80850,672481,0,0,0,999999,999999,0,0,138,0.344139651
decision,is_valid_parenthesization,FALSE,814290,812555,0,0,0,999999,999999,0,0,87,0.216957606
decision,is_valid_parenthesization,FALSE,891641,910219,0,0,0,999999,999999,0,0,136,0.33915212
decision,is_valid_parenthesization,FALSE,895638,526387,0,0,0,999999,999999,0,0,192,0.478802993
decision,is_valid_parenthesization,FALSE,895781,512787,0,0,0,999999,999999,0,0,107,0.266832918
decision,is_valid_parenthesization,FALSE,923766,150507,0,0,0,999999,999999,0,0,93,0.2319202
decision,knapsack,FALSE,115367,289783,0,0,0,999999,999999,0,0,50,0.124688279
decision,knapsack,FALSE,153848,9512,2,1,1,7,1,4,0.009975062,59,0.14713217
decision,knapsack,FALSE,167552,557428,9,8,8,44,1,14,0.034912718,35,0.087281796
decision,knapsack,FALSE,22918,367024,0,0,0,999999,999999,0,0,42,0.104738155
decision,knapsack,FALSE,243667,439599,6,6,6,57,1,42,0.104738155,30,0.074812968
decision,knapsack,FALSE,244920,348257,0,0,0,999999,999999,0,0,34,0.08478803
decision,knapsack,FALSE,254177,188848,0,0,0,999999,999999,0,0,58,0.144638404
decision,knapsack,FALSE,322095,560667,1,1,1,196,1,18,0.044887781,47,0.117206983
decision,knapsack,FALSE,395512,388856,0,0,0,999999,999999,0,0,46,0.114713217
decision,knapsack,FALSE,397744,349946,29,29,29,191,1,40,0.099750623,37,0.092269327
decision,knapsack,FALSE,496439,136858,0,0,0,999999,999999,0,0,55,0.137157107
decision,knapsack,FALSE,528352,146075,7,6,6,287,1,13,0.032418953,95,0.236907731
decision,knapsack,FALSE,556220,300722,2,2,2,12,1,73,0.182044888,35,0.087281796
decision,knapsack,FALSE,591924,712013,0,0,0,999999,999999,0,0,50,0.124688279
decision,knapsack,FALSE,649908,121028,1,1,1,149,2,2,0.004987531,34,0.08478803
decision,knapsack,FALSE,69459,628763,0,0,0,999999,999999,0,0,75,0.187032419
decision,knapsack,FALSE,7593,237714,1,1,1,378,1,2,0.004987531,58,0.144638404
decision,knapsack,FALSE,86803,18287,1,1,1,65,1,1,0.002493766,38,0.094763092
decision,knapsack,FALSE,89155,409398,40,40,40,1,2,48,0.119700748,18,0.044887781
decision,knapsack,FALSE,894932,853827,0,0,0,999999,999999,0,0,48,0.119700748
decision,levenshtein,FALSE,118512,195041,139,119,119,22,2,181,0.451371571,29,0.072319202
decision,levenshtein,FALSE,13956,129896,118,105,105,26,2,175,0.436408978,28,0.069825436
decision,levenshtein,FALSE,152438,291678,0,0,0,999999,999999,183,0.456359102,19,0.047381546
decision,levenshtein,FALSE,180663,125132,146,119,119,11,1,195,0.486284289,13,0.032418953
decision,levenshtein,FALSE,24327,327873,68,55,55,179,4,279,0.695760599,21,0.052369077
decision,levenshtein,FALSE,259664,625281,0,0,0,999999,999999,221,0.551122195,8,0.019950125
decision,levenshtein,FALSE,260638,881461,0,0,0,999999,999999,201,0.501246883,20,0.049875312
decision,levenshtein,FALSE,352774,124513,136,101,101,7,1,186,0.463840399,22,0.054862843
decision,levenshtein,FALSE,424136,264492,0,0,0,999999,999999,177,0.441396509,7,0.017456359
decision,levenshtein,FALSE,435811,890826,0,0,0,999999,999999,233,0.581047382,9,0.02244389
decision,levenshtein,FALSE,445544,292067,0,0,0,999999,999999,198,0.493765586,19,0.047381546
decision,levenshtein,FALSE,511758,708612,0,0,0,999999,999999,233,0.581047382,31,0.077306733
decision,levenshtein,FALSE,555696,932308,147,123,123,38,2,224,0.558603491,24,0.059850374
decision,levenshtein,FALSE,59244,775862,1,1,1,399,7,200,0.498753117,19,0.047381546
decision,levenshtein,FALSE,682409,753188,0,0,0,999999,999999,191,0.476309227,22,0.054862843
decision,levenshtein,FALSE,729065,746219,0,0,0,999999,999999,200,0.498753117,15,0.037406484
decision,levenshtein,FALSE,814066,373941,0,0,0,999999,999999,191,0.476309227,30,0.074812968
decision,levenshtein,FALSE,85962,511783,0,0,0,999999,999999,175,0.436408978,6,0.014962594
decision,levenshtein,FALSE,957907,890466,136,115,115,25,1,175,0.436408978,17,0.042394015
decision,levenshtein,FALSE,963289,56764,112,96,96,35,1,191,0.476309227,18,0.044887781
decision,lis,FALSE,115680,891301,0,0,0,999999,999999,50,0.124688279,15,0.037406484
decision,lis,FALSE,211186,977050,0,0,0,999999,999999,5,0.012468828,34,0.08478803
decision,lis,FALSE,212969,850641,0,0,0,999999,999999,53,0.132169576,19,0.047381546
decision,lis,FALSE,224534,632215,0,0,0,999999,999999,33,0.082294264,25,0.06234414
decision,lis,FALSE,266513,114105,0,0,0,999999,999999,22,0.054862843,36,0.089775561
decision,lis,FALSE,279752,592523,0,0,0,999999,999999,25,0.06234414,28,0.069825436
decision,lis,FALSE,315270,199310,0,0,0,999999,999999,5,0.012468828,42,0.104738155
decision,lis,FALSE,326332,18789,0,0,0,999999,999999,48,0.119700748,22,0.054862843
decision,lis,FALSE,378156,993088,0,0,0,999999,999999,97,0.241895262,25,0.06234414
decision,lis,FALSE,473123,273779,0,0,0,999999,999999,39,0.097256858,20,0.049875312
decision,lis,FALSE,500878,626162,0,0,0,999999,999999,37,0.092269327,19,0.047381546
decision,lis,FALSE,582026,209301,0,0,0,999999,999999,50,0.124688279,18,0.044887781
decision,lis,FALSE,61642,783730,0,0,0,999999,999999,11,0.027431421,34,0.08478803
decision,lis,FALSE,717541,483588,0,0,0,999999,999999,45,0.112219451,18,0.044887781
decision,lis,FALSE,752044,254897,0,0,0,999999,999999,43,0.10723192,25,0.06234414
decision,lis,FALSE,752129,63670,0,0,0,999999,999999,87,0.216957606,15,0.037406484
decision,lis,FALSE,807017,545787,0,0,0,999999,999999,11,0.027431421,32,0.079800499
decision,lis,FALSE,833727,362505,0,0,0,999999,999999,15,0.037406484,35,0.087281796
decision,lis,FALSE,943291,657982,0,0,0,999999,999999,72,0.179551122,21,0.052369077
decision,lis,FALSE,961023,887582,0,0,0,999999,999999,1,0.002493766,36,0.089775561
decision,mergesort,FALSE,145853,758413,0,0,0,999999,999999,0,0,391,0.487531172
decision,mergesort,FALSE,163129,708432,0,0,0,999999,999999,0,0,413,0.514962594
decision,mergesort,FALSE,179776,462039,0,0,0,999999,999999,0,0,384,0.478802993
decision,mergesort,FALSE,234979,346358,0,0,0,999999,999999,0,0,356,0.443890274
decision,mergesort,FALSE,285791,806070,0,0,0,999999,999999,0,0,375,0.467581047
decision,mergesort,FALSE,328182,729648,0,0,0,999999,999999,0,0,415,0.517456359
decision,mergesort,FALSE,368128,834750,0,0,0,999999,999999,0,0,399,0.497506234
decision,mergesort,FALSE,392976,82708,0,0,0,999999,999999,0,0,376,0.46882793
decision,mergesort,FALSE,470314,742744,0,0,0,999999,999999,0,0,407,0.507481297
decision,mergesort,FALSE,477303,908618,0,0,0,999999,999999,0,0,403,0.502493766
decision,mergesort,FALSE,499522,188403,0,0,0,999999,999999,0,0,378,0.471321696
decision,mergesort,FALSE,63234,181499,0,0,0,999999,999999,0,0,362,0.451371571
decision,mergesort,FALSE,676023,275431,0,0,0,999999,999999,0,0,375,0.467581047
decision,mergesort,FALSE,712797,235791,0,0,0,999999,999999,0,0,403,0.502493766
decision,mergesort,FALSE,717066,907583,0,0,0,999999,999999,0,0,390,0.486284289
decision,mergesort,FALSE,77848,786802,0,0,0,999999,999999,0,0,379,0.472568579
decision,mergesort,FALSE,798424,942464,0,0,0,999999,999999,0,0,391,0.487531172
decision,mergesort,FALSE,856974,883954,0,0,0,999999,999999,0,0,496,0.618453865
decision,mergesort,FALSE,884334,405675,0,0,0,999999,999999,0,0,362,0.451371571
decision,mergesort,FALSE,980613,542157,0,0,0,999999,999999,0,0,364,0.453865337
decision,next_permutation,FALSE,211294,723052,13,13,13,3,1,74,0.184538653,70,0.174563591
decision,next_permutation,FALSE,272712,822280,110,110,110,55,2,153,0.381546135,65,0.162094763
decision,next_permutation,FALSE,281783,216147,0,0,0,999999,999999,165,0.411471322,68,0.16957606
decision,next_permutation,FALSE,318124,670809,11,11,11,116,3,101,0.251870324,92,0.229426434
decision,next_permutation,FALSE,431112,718785,160,159,159,64,2,185,0.461346633,76,0.189526185
decision,next_permutation,FALSE,481179,656039,5,5,5,14,2,220,0.548628429,34,0.08478803
decision,next_permutation,FALSE,539154,571038,2,2,2,328,1,4,0.009975062,129,0.321695761
decision,next_permutation,FALSE,605188,83950,38,38,38,1,2,86,0.21446384,60,0.149625935
decision,next_permutation,FALSE,660049,330606,6,6,6,310,1,14,0.034912718,133,0.331670823
decision,next_permutation,FALSE,684185,353958,19,19,19,111,1,122,0.304239401,89,0.221945137
decision,next_permutation,FALSE,699376,608565,132,132,132,88,3,169,0.421446384,78,0.194513716
decision,next_permutation,FALSE,727670,239727,9,9,9,288,1,17,0.042394015,113,0.281795511
decision,next_permutation,FALSE,822016,377024,0,0,0,999999,999999,174,0.433915212,77,0.19201995
decision,next_permutation,FALSE,822508,954659,0,0,0,999999,999999,53,0.132169576,150,0.374064838
decision,next_permutation,FALSE,835303,711355,30,29,29,175,2,54,0.134663342,127,0.316708229
decision,next_permutation,FALSE,860056,449880,1,1,1,52,1,218,0.543640898,40,0.099750623
decision,next_permutation,FALSE,863671,286711,6,6,6,310,1,9,0.02244389,127,0.316708229
decision,next_permutation,FALSE,88746,24004,9,9,9,152,2,46,0.114713217,100,0.249376559
decision,next_permutation,FALSE,940387,59260,81,81,81,115,1,109,0.271820449,79,0.197007481
decision,next_permutation,FALSE,949613,490476,116,116,116,16,1,137,0.341645885,67,0.167082294
decision,powerset,FALSE,139484,706717,0,0,0,999999,999999,1,0.002493766,115,0.286783042
decision,powerset,FALSE,187976,869295,0,0,0,999999,999999,0,0,109,0.271820449
decision,powerset,FALSE,19815,417758,0,0,0,999999,999999,0,0,111,0.27680798
decision,powerset,FALSE,230695,530350,0,0,0,999999,999999,0,0,128,0.319201995
decision,powerset,FALSE,258173,319669,0,0,0,999999,999999,0,0,93,0.2319202
decision,powerset,FALSE,299488,152407,0,0,0,999999,999999,0,0,103,0.256857855
decision,powerset,FALSE,300312,193977,0,0,0,999999,999999,0,0,118,0.294264339
decision,powerset,FALSE,311186,236374,0,0,0,999999,999999,0,0,87,0.216957606
decision,powerset,FALSE,322347,69091,0,0,0,999999,999999,0,0,117,0.291770574
decision,powerset,FALSE,354499,923639,0,0,0,999999,999999,0,0,93,0.2319202
decision,powerset,FALSE,386225,228721,0,0,0,999999,999999,0,0,111,0.27680798
decision,powerset,FALSE,398355,162481,0,0,0,999999,999999,0,0,105,0.261845387
decision,powerset,FALSE,421640,446922,0,0,0,999999,999999,0,0,119,0.296758105
decision,powerset,FALSE,450885,647029,0,0,0,999999,999999,61,0.152119701,57,0.142144638
decision,powerset,FALSE,470242,21456,0,0,0,999999,999999,0,0,117,0.291770574
decision,powerset,FALSE,550138,70391,0,0,0,999999,999999,1,0.002493766,121,0.301745636
decision,powerset,FALSE,685686,726941,0,0,0,999999,999999,0,0,114,0.284289277
decision,powerset,FALSE,733452,970736,0,0,0,999999,999999,1,0.002493766,115,0.286783042
decision,powerset,FALSE,794912,457807,0,0,0,999999,999999,0,0,100,0.249376559
decision,powerset,FALSE,937725,490297,0,0,0,999999,999999,0,0,108,0.269326683
original,depth_first_search,FALSE,192760,433077,0,0,0,999999,999999,135,0.336658354,45,0.112219451
original,depth_first_search,FALSE,194572,585389,0,0,0,999999,999999,121,0.301745636,45,0.112219451
original,depth_first_search,FALSE,248770,344631,0,0,0,999999,999999,1,0.002493766,115,0.286783042
original,depth_first_search,FALSE,355230,739103,0,0,0,999999,999999,299,0.74563591,12,0.029925187
original,depth_first_search,FALSE,406782,757706,0,0,0,999999,999999,130,0.324189526,51,0.127182045
original,depth_first_search,FALSE,451409,28810,0,0,0,999999,999999,0,0,169,0.421446384
original,depth_first_search,FALSE,471861,504456,0,0,0,999999,999999,267,0.665835411,17,0.042394015
original,depth_first_search,FALSE,541592,408034,0,0,0,999999,999999,65,0.162094763,113,0.281795511
original,depth_first_search,FALSE,563701,561585,0,0,0,999999,999999,142,0.354114713,35,0.087281796
original,depth_first_search,FALSE,629948,829629,0,0,0,999999,999999,88,0.219451372,76,0.189526185
original,depth_first_search,FALSE,647421,192800,0,0,0,999999,999999,113,0.281795511,104,0.259351621
original,depth_first_search,FALSE,652,892951,0,0,0,999999,999999,0,0,139,0.346633416
original,depth_first_search,FALSE,659009,629918,0,0,0,999999,999999,292,0.728179551,16,0.039900249
original,depth_first_search,FALSE,668198,490499,0,0,0,999999,999999,0,0,132,0.329177057
original,depth_first_search,FALSE,66914,408797,0,0,0,999999,999999,0,0,155,0.386533666
original,depth_first_search,FALSE,73707,999453,0,0,0,999999,999999,10,0.024937656,144,0.359102244
original,depth_first_search,FALSE,851864,871292,0,0,0,999999,999999,165,0.411471322,54,0.134663342
original,depth_first_search,FALSE,867738,723445,0,0,0,999999,999999,0,0,137,0.341645885
original,depth_first_search,FALSE,889366,175153,0,0,0,999999,999999,0,0,141,0.351620948
original,depth_first_search,FALSE,946140,803872,0,0,0,999999,999999,227,0.566084788,57,0.142144638
original,detect_cycle,FALSE,12705,630140,0,0,0,999999,999999,201,0.501246883,12,0.029925187
original,detect_cycle,FALSE,15544,611624,0,0,0,999999,999999,131,0.326683292,19,0.047381546
original,detect_cycle,FALSE,176901,286210,0,0,0,999999,999999,118,0.294264339,44,0.109725686
original,detect_cycle,FALSE,187082,607740,0,0,0,999999,999999,189,0.471321696,35,0.087281796
original,detect_cycle,FALSE,200278,897783,0,0,0,999999,999999,253,0.630922693,15,0.037406484
original,detect_cycle,FALSE,243404,170661,0,0,0,999999,999999,162,0.403990025,33,0.082294264
original,detect_cycle,FALSE,252102,951934,0,0,0,999999,999999,3,0.007481297,99,0.246882793
original,detect_cycle,FALSE,284588,982173,58,44,44,41,2,106,0.264339152,23,0.057356608
original,detect_cycle,FALSE,293595,428769,0,0,0,999999,999999,143,0.356608479,15,0.037406484
original,detect_cycle,FALSE,448200,502236,0,0,0,999999,999999,137,0.341645885,26,0.064837905
original,detect_cycle,FALSE,466919,228241,79,68,68,142,2,113,0.281795511,46,0.114713217
original,detect_cycle,FALSE,768245,949742,0,0,0,999999,999999,181,0.451371571,6,0.014962594
original,detect_cycle,FALSE,777562,868296,16,11,11,277,5,97,0.241895262,28,0.069825436
original,detect_cycle,FALSE,792446,610885,0,0,0,999999,999999,307,0.765586035,14,0.034912718
original,detect_cycle,FALSE,872690,885471,0,0,0,999999,999999,246,0.613466334,12,0.029925187
original,detect_cycle,FALSE,912732,874228,0,0,0,999999,999999,206,0.513715711,5,0.012468828
original,detect_cycle,FALSE,945787,925833,0,0,0,999999,999999,252,0.628428928,17,0.042394015
original,detect_cycle,FALSE,975212,474101,0,0,0,999999,999999,240,0.598503741,9,0.02244389
original,detect_cycle,FALSE,979040,603050,0,0,0,999999,999999,237,0.591022444,26,0.064837905
original,detect_cycle,FALSE,995247,958928,0,0,0,999999,999999,175,0.436408978,20,0.049875312
original,find_in_sorted,FALSE,110157,671227,0,0,0,999999,999999,307,0.382793017,91,0.113466334
original,find_in_sorted,FALSE,110675,6728,0,0,0,999999,999999,392,0.488778055,19,0.023690773
original,find_in_sorted,FALSE,136470,259609,0,0,0,999999,999999,415,0.517456359,15,0.018703242
original,find_in_sorted,FALSE,230939,424458,0,0,0,999999,999999,405,0.504987531,21,0.026184539
original,find_in_sorted,FALSE,308689,18417,0,0,0,999999,999999,387,0.482543641,44,0.054862843
original,find_in_sorted,FALSE,311021,336973,0,0,0,999999,999999,503,0.627182045,19,0.023690773
original,find_in_sorted,FALSE,452053,256246,0,0,0,999999,999999,457,0.569825436,22,0.027431421
original,find_in_sorted,FALSE,485720,131894,0,0,0,999999,999999,401,0.5,44,0.054862843
original,find_in_sorted,FALSE,504653,669240,0,0,0,999999,999999,334,0.416458853,58,0.072319202
original,find_in_sorted,FALSE,531250,602873,0,0,0,999999,999999,462,0.57605985,28,0.034912718
original,find_in_sorted,FALSE,538888,618542,0,0,0,999999,999999,322,0.401496259,22,0.027431421
original,find_in_sorted,FALSE,55857,842342,0,0,0,999999,999999,425,0.529925187,17,0.021197007
original,find_in_sorted,FALSE,636989,186329,0,0,0,999999,999999,397,0.495012469,69,0.086034913
original,find_in_sorted,FALSE,665720,883189,0,0,0,999999,999999,253,0.315461347,104,0.12967581
original,find_in_sorted,FALSE,6955,361473,0,0,0,999999,999999,318,0.396508728,93,0.1159601
original,find_in_sorted,FALSE,762675,969629,0,0,0,999999,999999,523,0.652119701,24,0.029925187
original,find_in_sorted,FALSE,776811,727465,0,0,0,999999,999999,414,0.516209476,45,0.056109726
original,find_in_sorted,FALSE,934522,200594,0,0,0,999999,999999,320,0.399002494,65,0.081047382
original,find_in_sorted,FALSE,969730,938750,0,0,0,999999,999999,477,0.594763092,27,0.033665835
original,find_in_sorted,FALSE,983735,980823,0,0,0,999999,999999,447,0.557356608,15,0.018703242
original,get_factors,FALSE,111982,300580,0,0,0,999999,999999,124,0.309226933,64,0.159600998
original,get_factors,FALSE,196914,430898,0,0,0,999999,999999,83,0.206982544,105,0.261845387
original,get_factors,FALSE,199373,129554,1,1,0,388,10,145,0.36159601,69,0.172069825
original,get_factors,FALSE,229486,649992,0,0,0,999999,999999,92,0.229426434,105,0.261845387
original,get_factors,FALSE,322708,796782,0,0,0,999999,999999,181,0.451371571,65,0.162094763
original,get_factors,FALSE,433249,802172,0,0,0,999999,999999,60,0.149625935,119,0.296758105
original,get_factors,FALSE,440646,394598,115,115,0,4,2,155,0.386533666,55,0.137157107
original,get_factors,FALSE,506342,297467,0,0,0,999999,999999,96,0.239401496,131,0.326683292
original,get_factors,FALSE,524653,448877,0,0,0,999999,999999,106,0.264339152,88,0.219451372
original,get_factors,FALSE,553836,893606,0,0,0,999999,999999,108,0.269326683,71,0.177057357
original,get_factors,FALSE,57924,924891,0,0,0,999999,999999,119,0.296758105,79,0.197007481
original,get_factors,FALSE,657580,819636,4,4,0,304,6,126,0.314214464,55,0.137157107
original,get_factors,FALSE,828099,539799,0,0,0,999999,999999,47,0.117206983,140,0.349127182
original,get_factors,FALSE,880365,582918,2,2,0,339,1,26,0.064837905,175,0.436408978
original,get_factors,FALSE,885232,597448,32,32,0,283,4,108,0.269326683,79,0.197007481
original,get_factors,FALSE,912408,786223,9,9,0,310,6,45,0.112219451,147,0.366583541
original,get_factors,FALSE,942323,279229,0,0,0,999999,999999,99,0.246882793,132,0.329177057
original,get_factors,FALSE,967114,50198,0,0,0,999999,999999,115,0.286783042,87,0.216957606
original,get_factors,FALSE,987111,413830,66,63,0,23,2,94,0.234413965,85,0.211970075
original,get_factors,FALSE,997013,42942,10,10,0,12,1,85,0.211970075,92,0.229426434
original,is_valid_parenthesization,FALSE,120898,486328,0,0,0,999999,999999,259,0.645885287,14,0.034912718
original,is_valid_parenthesization,FALSE,216682,222881,91,91,61,42,2,188,0.46882793,7,0.017456359
original,is_valid_parenthesization,FALSE,258927,871567,0,0,0,999999,999999,244,0.608478803,5,0.012468828
original,is_valid_parenthesization,FALSE,262621,361583,0,0,0,999999,999999,229,0.571072319,9,0.02244389
original,is_valid_parenthesization,FALSE,401559,810312,0,0,0,999999,999999,141,0.351620948,12,0.029925187
original,is_valid_parenthesization,FALSE,406920,706019,0,0,0,999999,999999,253,0.630922693,15,0.037406484
original,is_valid_parenthesization,FALSE,422538,959277,0,0,0,999999,999999,261,0.650872818,8,0.019950125
original,is_valid_parenthesization,FALSE,433904,153097,0,0,0,999999,999999,264,0.658354115,4,0.009975062
original,is_valid_parenthesization,FALSE,436301,94843,0,0,0,999999,999999,285,0.710723192,3,0.007481297
original,is_valid_parenthesization,FALSE,437728,734666,0,0,0,999999,999999,226,0.563591022,13,0.032418953
original,is_valid_parenthesization,FALSE,479526,97130,0,0,0,999999,999999,313,0.780548628,9,0.02244389
original,is_valid_parenthesization,FALSE,63774,380574,0,0,0,999999,999999,185,0.461346633,13,0.032418953
original,is_valid_parenthesization,FALSE,645286,232260,0,0,0,999999,999999,176,0.438902743,9,0.02244389
original,is_valid_parenthesization,FALSE,707406,712259,0,0,0,999999,999999,277,0.690773067,4,0.009975062
original,is_valid_parenthesization,FALSE,720455,325593,0,0,0,999999,999999,229,0.571072319,8,0.019950125
original,is_valid_parenthesization,FALSE,744408,999577,0,0,0,999999,999999,260,0.648379052,3,0.007481297
original,is_valid_parenthesization,FALSE,784788,545762,0,0,0,999999,999999,314,0.783042394,5,0.012468828
original,is_valid_parenthesization,FALSE,840825,815665,0,0,0,999999,999999,237,0.591022444,2,0.004987531
original,is_valid_parenthesization,FALSE,849096,587997,0,0,0,999999,999999,227,0.566084788,8,0.019950125
original,is_valid_parenthesization,FALSE,911603,195775,0,0,0,999999,999999,206,0.513715711,13,0.032418953
original,knapsack,FALSE,11482,153912,0,0,0,999999,999999,0,0,38,0.094763092
original,knapsack,FALSE,240671,896282,5,5,5,280,1,12,0.029925187,42,0.104738155
original,knapsack,FALSE,260594,129342,43,43,42,27,2,54,0.134663342,32,0.079800499
original,knapsack,FALSE,285745,727265,0,0,0,999999,999999,0,0,25,0.06234414
original,knapsack,FALSE,301731,701143,2,2,2,13,1,4,0.009975062,43,0.10723192
original,knapsack,FALSE,305834,784266,4,4,4,164,1,6,0.014962594,51,0.127182045
original,knapsack,FALSE,330785,626984,0,0,0,999999,999999,0,0,55,0.137157107
original,knapsack,FALSE,367480,601923,3,2,2,166,1,6,0.014962594,40,0.099750623
original,knapsack,FALSE,449393,354394,0,0,0,999999,999999,0,0,47,0.117206983
original,knapsack,FALSE,510879,629586,2,2,2,2,1,2,0.004987531,50,0.124688279
original,knapsack,FALSE,533890,714753,0,0,0,999999,999999,0,0,64,0.159600998
original,knapsack,FALSE,574895,2070,10,10,10,226,1,16,0.039900249,48,0.119700748
original,knapsack,FALSE,627478,101835,7,7,7,254,1,8,0.019950125,56,0.139650873
original,knapsack,FALSE,635530,534446,5,5,5,254,1,7,0.017456359,43,0.10723192
original,knapsack,FALSE,662196,262027,0,0,0,999999,999999,0,0,56,0.139650873
original,knapsack,FALSE,670917,636843,1,1,1,115,1,1,0.002493766,53,0.132169576
original,knapsack,FALSE,807596,685620,0,0,0,999999,999999,0,0,39,0.097256858
original,knapsack,FALSE,873553,998313,0,0,0,999999,999999,0,0,45,0.112219451
original,knapsack,FALSE,923152,649384,7,7,7,137,1,22,0.054862843,29,0.072319202
original,knapsack,FALSE,985150,637591,0,0,0,999999,999999,0,0,53,0.132169576
original,levenshtein,FALSE,138481,41588,0,0,0,999999,999999,198,0.493765586,84,0.209476309
original,levenshtein,FALSE,180407,397778,0,0,0,999999,999999,169,0.421446384,70,0.174563591
original,levenshtein,FALSE,190520,373822,0,0,0,999999,999999,172,0.428927681,84,0.209476309
original,levenshtein,FALSE,203882,610802,7,5,5,331,3,80,0.199501247,121,0.301745636
original,levenshtein,FALSE,261925,913065,190,173,173,12,1,211,0.526184539,62,0.154613466
original,levenshtein,FALSE,308016,798853,128,115,115,48,1,166,0.413965087,82,0.204488778
original,levenshtein,FALSE,311708,795873,0,0,0,999999,999999,125,0.311720698,130,0.324189526
original,levenshtein,FALSE,314858,836540,0,0,0,999999,999999,197,0.49127182,59,0.14713217
original,levenshtein,FALSE,363554,264165,0,0,0,999999,999999,135,0.336658354,100,0.249376559
original,levenshtein,FALSE,423263,454304,0,0,0,999999,999999,163,0.406483791,84,0.209476309
original,levenshtein,FALSE,51839,328235,94,77,77,2,2,129,0.321695761,74,0.184538653
original,levenshtein,FALSE,523103,888435,146,119,119,4,1,159,0.396508728,59,0.14713217
original,levenshtein,FALSE,552024,310992,0,0,0,999999,999999,163,0.406483791,69,0.172069825
original,levenshtein,FALSE,660058,109072,0,0,0,999999,999999,186,0.463840399,74,0.184538653
original,levenshtein,FALSE,693940,390059,164,145,145,13,1,170,0.42394015,67,0.167082294
original,levenshtein,FALSE,699642,639506,0,0,0,999999,999999,114,0.284289277,72,0.179551122
original,levenshtein,FALSE,716762,415397,0,0,0,999999,999999,166,0.413965087,68,0.16957606
original,levenshtein,FALSE,82562,936180,0,0,0,999999,999999,105,0.261845387,89,0.221945137
original,levenshtein,FALSE,829157,749548,0,0,0,999999,999999,141,0.351620948,95,0.236907731
original,levenshtein,FALSE,981574,529327,0,0,0,999999,999999,118,0.294264339,94,0.234413965
original,lis,FALSE,133037,178081,0,0,0,999999,999999,20,0.049875312,34,0.08478803
original,lis,FALSE,175701,215487,0,0,0,999999,999999,72,0.179551122,22,0.054862843
original,lis,FALSE,248057,678967,0,0,0,999999,999999,30,0.074812968,23,0.057356608
original,lis,FALSE,313790,28848,0,0,0,999999,999999,74,0.184538653,15,0.037406484
